GoodCustomer,Credit,Gender,ForeignWorker,Single,Age,LoanDuration,PurposeOfLoan,LoanAmount,LoanRateAsPercentOfIncome,YearsAtCurrentHome,NumberOfOtherLoansAtBank,NumberOfLiableIndividuals,HasTelephone,CheckingAccountBalance_geq_0,CheckingAccountBalance_geq_200,SavingsAccountBalance_geq_100,SavingsAccountBalance_geq_500,MissedPayments,NoCurrentLoan,CriticalAccountOrLoansElsewhere,OtherLoansAtBank,OtherLoansAtStore,HasCoapplicant,HasGuarantor,OwnsHouse,RentsHouse,Unemployed,YearsAtCurrentJob_lt_1,YearsAtCurrentJob_geq_4,JobClassIsSkilled
-1,2775,Male,0,1,31,18,NewCar,2775,2,2,2,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
1,3863,Male,0,1,32,24,Business,3863,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2329,Female,0,0,45,7,Electronics,2329,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
-1,918,Female,0,0,30,9,Furniture,918,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,1837,Female,0,0,34,24,Education,1837,4,4,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
-1,3349,Female,0,0,28,36,Furniture,3349,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1275,Female,0,0,23,10,Furniture,1275,4,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,2828,Male,0,1,22,24,Furniture,2828,4,4,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
1,4526,Male,0,1,74,24,Business,4526,3,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
-1,2671,Female,0,0,50,36,Electronics,2671,4,4,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,2051,Male,0,1,33,18,Electronics,2051,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,1300,Male,0,1,45,15,UsedCar,1300,4,4,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
-1,741,Female,0,0,22,12,HomeAppliances,741,4,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
-1,1240,Female,0,0,48,10,NewCar,1240,1,4,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,3357,Female,0,0,29,21,Electronics,3357,4,2,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1
1,3632,Female,1,0,22,24,UsedCar,3632,1,4,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1
-1,1808,Female,0,0,22,18,Furniture,1808,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,12204,Male,0,1,48,48,Business,12204,2,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,9157,Male,0,1,27,60,Electronics,9157,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3676,Male,0,1,37,6,NewCar,3676,1,3,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
-1,3441,Female,0,0,21,30,Furniture,3441,2,4,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,640,Male,0,0,49,12,NewCar,640,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,3652,Male,0,1,27,21,Business,3652,2,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,1530,Male,0,1,32,18,NewCar,1530,3,2,2,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
-1,3914,Male,0,0,38,48,Business,3914,4,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,1858,Female,0,0,22,12,Furniture,1858,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
-1,2600,Male,0,1,65,18,Electronics,2600,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1979,Male,0,1,35,15,Electronics,1979,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,2116,Male,0,1,41,6,Furniture,2116,2,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,1437,Male,0,1,29,9,NewCar,1437,2,3,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1,4042,Male,0,1,36,42,Furniture,4042,4,4,2,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
1,3832,Male,0,1,64,9,Education,3832,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,3660,Female,0,0,28,24,Electronics,3660,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,1553,Male,0,1,44,18,Furniture,1553,4,3,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
1,1444,Male,0,1,23,15,Electronics,1444,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-1,1980,Female,0,0,19,9,Furniture,1980,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
-1,1355,Female,0,0,25,24,NewCar,1355,3,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1393,Male,0,1,47,12,Education,1393,4,4,3,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
1,1376,Female,0,0,28,24,Electronics,1376,4,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,15653,Male,0,1,21,60,Electronics,15653,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,1493,Female,0,0,34,12,Electronics,1493,4,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-1,4370,Male,0,1,26,42,Electronics,4370,3,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
-1,750,Female,0,0,27,18,Education,750,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,1308,Male,0,1,38,15,Repairs,1308,4,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-1,4623,Male,0,1,40,15,Education,4623,3,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1851,Male,0,0,33,24,Electronics,1851,4,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1
1,1880,Male,0,0,32,18,Electronics,1880,4,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,7980,Male,0,1,27,36,Business,7980,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,4583,Male,0,0,32,30,Furniture,4583,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
-1,1386,Female,0,0,26,12,NewCar,1386,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,947,Male,0,1,38,24,NewCar,947,4,3,1,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
-1,684,Male,0,1,40,12,Education,684,4,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,7476,Male,0,1,50,48,Education,7476,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
-1,1922,Male,0,1,37,12,Furniture,1922,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-1,2303,Male,0,1,45,24,NewCar,2303,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
-1,8086,Male,0,1,42,36,NewCar,8086,2,4,4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,2346,Male,0,1,35,24,UsedCar,2346,4,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,3973,Male,0,1,22,14,NewCar,3973,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
-1,888,Male,0,1,41,12,NewCar,888,4,4,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,10222,Male,0,1,37,48,Electronics,10222,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,4221,Female,0,0,28,30,Business,4221,2,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,6361,Male,0,1,41,18,Furniture,6361,2,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1297,Male,0,0,23,12,Electronics,1297,3,4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
-1,900,Male,0,0,23,12,NewCar,900,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,2241,Male,0,1,50,21,Furniture,2241,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,1050,Male,0,1,35,6,Furniture,1050,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,1047,Female,0,0,50,6,Education,1047,2,4,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,6314,Male,0,1,27,24,Other,6314,4,2,2,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1
1,3496,Male,0,1,34,30,Furniture,3496,4,2,1,2,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
1,3609,Female,0,0,27,48,Business,3609,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
-1,4843,Male,0,1,43,12,NewCar,4843,3,4,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1
1,3017,Male,0,1,47,30,Electronics,3017,4,4,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,4139,Male,0,1,27,24,Business,4139,3,3,2,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,5742,Male,0,1,31,36,Business,5742,2,2,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,10366,Male,0,1,42,60,NewCar,10366,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,2080,Male,0,0,24,6,NewCar,2080,1,2,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
-1,2580,Male,0,1,41,21,Business,2580,4,2,1,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,4530,Female,0,0,26,30,Electronics,4530,4,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
1,5150,Male,0,1,33,24,Furniture,5150,4,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,5595,Male,0,0,24,72,Electronics,5595,2,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,2384,Male,0,1,64,24,Electronics,2384,4,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,1453,Female,0,0,26,18,Electronics,1453,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,1538,Female,0,0,56,6,Education,1538,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,2279,Male,0,1,37,12,Electronics,2279,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1478,Male,0,0,33,15,Electronics,1478,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,5103,Male,0,0,47,24,Electronics,5103,3,3,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1,9857,Male,0,1,31,36,Business,9857,1,3,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,6527,Male,0,1,34,60,NewCar,6527,4,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1347,Male,0,1,27,10,Electronics,1347,4,2,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,2862,Male,0,1,30,36,NewCar,2862,4,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,2753,Male,0,1,35,9,Electronics,2753,3,4,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1,3651,Male,0,1,31,12,NewCar,3651,1,3,1,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,975,Male,0,0,25,15,Furniture,975,2,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,2631,Female,0,0,25,15,Repairs,2631,3,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2896,Male,0,1,29,24,Electronics,2896,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,4716,Male,0,1,44,6,NewCar,4716,1,3,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,2284,Male,0,1,28,24,Electronics,2284,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,1236,Male,0,1,50,6,UsedCar,1236,2,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1,1103,Male,1,1,29,12,Electronics,1103,4,3,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
1,926,Female,0,0,38,12,NewCar,926,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
1,1800,Male,0,1,24,18,Electronics,1800,4,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,1905,Male,0,1,40,15,Education,1905,4,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
-1,1123,Female,0,0,29,12,Furniture,1123,4,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,6331,Male,0,1,46,48,UsedCar,6331,4,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,1377,Female,0,0,47,24,Electronics,1377,4,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,2503,Male,0,1,41,30,Business,2503,4,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,2528,Female,0,0,32,27,Business,2528,4,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,5324,Female,0,0,35,15,NewCar,5324,1,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
-1,6560,Male,0,1,24,48,NewCar,6560,3,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,2969,Female,0,0,25,12,Furniture,2969,4,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
1,1206,Female,0,0,25,9,Electronics,1206,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,2118,Male,0,1,37,9,Electronics,2118,2,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,629,Male,0,1,32,18,Electronics,629,4,3,2,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1
-1,1198,Female,0,0,35,6,Education,1198,4,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1,2476,Male,0,1,46,21,UsedCar,2476,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,1138,Male,0,1,25,9,Electronics,1138,4,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
-1,14027,Male,0,1,27,60,NewCar,14027,4,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,7596,Male,0,1,63,30,UsedCar,7596,1,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,3077,Male,0,1,40,30,Electronics,3077,3,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1505,Male,0,1,32,18,Electronics,1505,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3148,Male,0,1,31,24,Electronics,3148,3,2,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,6148,Male,0,0,31,20,UsedCar,6148,3,4,2,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1
-1,1337,Male,0,1,34,9,Electronics,1337,4,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-1,433,Female,0,0,24,6,Education,433,4,2,1,2,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1
-1,1228,Female,0,0,24,12,NewCar,1228,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,790,Female,0,0,66,9,Electronics,790,4,3,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
-1,2570,Female,0,0,21,27,NewCar,2570,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,250,Female,0,0,41,6,NewCar,250,2,2,2,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
1,1316,Male,0,0,47,15,Electronics,1316,2,2,2,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
-1,1882,Female,0,0,25,18,Electronics,1882,4,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
-1,6416,Female,0,0,59,48,Business,6416,4,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
1,1275,Male,0,0,36,24,Business,1275,2,4,2,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
1,6403,Male,0,1,33,24,Electronics,6403,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
-1,1987,Male,0,1,21,24,Electronics,1987,2,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,760,Female,0,0,44,8,Electronics,760,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
1,2603,Female,0,0,28,24,UsedCar,2603,2,4,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1,3380,Female,0,0,37,4,NewCar,3380,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,3990,Female,0,0,29,36,HomeAppliances,3990,3,2,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
-1,11560,Female,0,0,23,24,UsedCar,11560,1,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,4380,Male,0,1,35,18,NewCar,4380,3,4,1,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,6761,Male,0,1,45,6,NewCar,6761,1,3,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,4280,Female,0,0,26,30,Business,4280,4,4,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2325,Male,0,1,32,24,NewCar,2325,2,3,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1
1,1048,Male,0,1,23,10,Electronics,1048,4,4,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,3160,Male,0,1,41,21,Electronics,3160,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,2483,Male,0,1,22,24,Furniture,2483,4,4,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
1,14179,Male,0,1,30,39,Furniture,14179,4,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1797,Male,0,1,28,13,Business,1797,3,1,2,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
1,2511,Female,0,0,23,15,NewCar,2511,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-1,1274,Female,0,0,37,12,NewCar,1274,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,5248,Male,0,1,26,21,UsedCar,5248,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,3029,Male,0,1,33,15,UsedCar,3029,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,428,Female,0,0,49,6,Furniture,428,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
-1,976,Female,0,0,23,18,NewCar,976,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,841,Female,0,0,23,12,Business,841,2,4,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,5771,Female,0,0,25,30,Electronics,5771,4,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,1555,Male,0,1,55,12,Repairs,1555,4,4,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
-1,1285,Female,0,0,32,24,NewCar,1285,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1,1299,Male,1,1,74,6,NewCar,1299,1,1,3,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
-1,1271,Male,0,1,39,15,Electronics,1271,3,4,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1393,Male,0,1,31,24,NewCar,1393,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
-1,691,Male,0,1,35,12,NewCar,691,4,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,5045,Female,0,0,59,15,NewCar,5045,1,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,2124,Female,0,0,24,18,Furniture,2124,4,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1,2214,Male,0,1,24,12,Electronics,2214,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-1,12680,Male,0,1,30,21,NewCar,12680,4,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,2463,Male,0,0,27,24,NewCar,2463,4,3,2,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1155,Male,0,0,40,12,Electronics,1155,3,3,2,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
-1,3108,Male,0,0,31,30,Furniture,3108,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,2901,Female,0,0,31,10,UsedCar,2901,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
1,3617,Male,0,1,28,12,Furniture,3617,1,4,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
1,1655,Male,0,1,63,12,Electronics,1655,2,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,2812,Female,0,0,26,24,UsedCar,2812,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
-1,8065,Female,0,0,25,36,Education,8065,3,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,3275,Male,0,1,36,21,UsedCar,3275,1,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,2223,Male,0,1,52,24,Electronics,2223,4,4,2,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1
1,1480,Male,0,1,66,12,NewCar,1480,2,4,3,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
-1,1371,Female,0,0,25,24,NewCar,1371,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,3535,Male,0,1,37,36,NewCar,3535,4,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,3509,Female,0,0,25,18,Electronics,3509,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
1,5711,Male,0,1,38,36,UsedCar,5711,4,2,2,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
1,3872,Female,0,0,67,18,Repairs,3872,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
-1,4933,Male,0,1,25,39,Electronics,4933,2,2,2,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1
1,1940,Male,0,1,60,24,NewCar,1940,4,4,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1410,Male,0,1,31,12,Retraining,1410,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-1,836,Female,0,0,23,12,NewCar,836,4,2,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1,6468,Male,0,0,60,20,UsedCar,6468,1,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,1941,Male,0,1,35,18,Business,1941,4,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2675,Male,0,1,40,22,Electronics,2675,3,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,2751,Male,0,1,38,48,UsedCar,2751,4,3,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,6224,Male,0,1,50,48,Education,6224,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
-1,5998,Male,0,1,27,40,Education,5998,4,3,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
-1,1188,Female,0,0,39,21,Business,1188,2,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,6313,Male,0,1,41,24,UsedCar,6313,3,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,1221,Male,0,0,27,6,Furniture,1221,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,2892,Male,0,0,51,24,Furniture,2892,3,4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,3062,Male,0,1,32,24,Furniture,3062,4,3,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1
1,2301,Female,0,0,22,9,Furniture,2301,2,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
-1,7511,Male,0,1,51,18,UsedCar,7511,1,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,1258,Female,0,0,22,12,Furniture,1258,2,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1,717,Male,0,0,54,24,NewCar,717,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
